,gameId,playId,Pos,Personnel,dbscan,kmeans
52,2017090700,1736,"[array([0, 0, 1]), array([0, 0, 1]), array([1, 0, 0]), array([1, 0, 0]), array([0, 1, 0]), array([0, 0, 1]), array([0, 0, 1]), array([0, 1, 0]), array([0, 0, 1]), array([0, 0, 1]), array([1, 0, 0])]",326,0,5
53,2017090700,1757,"[array([0, 0, 1]), array([0, 0, 1]), array([0, 1, 0]), array([0, 0, 1]), array([0, 0, 1]), array([0, 1, 0]), array([0, 0, 1]), array([0, 0, 1]), array([1, 0, 0]), array([1, 0, 0]), array([1, 0, 0])]",326,3,5
54,2017090700,1819,"[array([0, 0, 1]), array([1, 0, 0]), array([1, 0, 0]), array([0, 1, 0]), array([0, 0, 1]), array([1, 0, 0]), array([1, 0, 0]), array([0, 0, 1]), array([0, 0, 1]), array([0, 0, 1]), array([0, 0, 1])]",416,0,0
55,2017090700,1840,"[array([0, 0, 1]), array([1, 0, 0]), array([1, 0, 0]), array([0, 1, 0]), array([0, 0, 1]), array([1, 0, 0]), array([1, 0, 0]), array([0, 0, 1]), array([0, 0, 1]), array([0, 0, 1]), array([0, 0, 1])]",416,-1,5
56,2017090700,1862,"[array([0, 0, 1]), array([1, 0, 0]), array([1, 0, 0]), array([0, 1, 0]), array([0, 0, 1]), array([1, 0, 0]), array([1, 0, 0]), array([0, 0, 1]), array([0, 0, 1]), array([0, 0, 1]), array([0, 0, 1])]",416,3,5
57,2017090700,1955,"[array([0, 0, 1]), array([1, 0, 0]), array([0, 0, 1]), array([0, 0, 1]), array([0, 1, 0]), array([1, 0, 0]), array([0, 0, 1]), array([0, 0, 1]), array([1, 0, 0]), array([0, 0, 1]), array([1, 0, 0])]",416,0,5
58,2017090700,1993,"[array([0, 0, 1]), array([0, 0, 1]), array([0, 0, 1]), array([0, 0, 1]), array([0, 1, 0]), array([1, 0, 0]), array([0, 0, 1]), array([0, 0, 1]), array([1, 0, 0]), array([1, 0, 0]), array([1, 0, 0])]",416,0,5
59,2017090700,2034,"[array([0, 0, 1]), array([1, 0, 0]), array([0, 0, 1]), array([0, 0, 1]), array([0, 1, 0]), array([1, 0, 0]), array([0, 0, 1]), array([0, 0, 1]), array([1, 0, 0]), array([0, 0, 1]), array([1, 0, 0])]",416,0,5
60,2017090700,2058,"[array([0, 0, 1]), array([1, 0, 0]), array([0, 0, 1]), array([0, 0, 1]), array([0, 1, 0]), array([1, 0, 0]), array([0, 0, 1]), array([0, 0, 1]), array([1, 0, 0]), array([0, 0, 1]), array([1, 0, 0])]",416,0,5
61,2017090700,2082,"[array([0, 0, 1]), array([1, 0, 0]), array([0, 0, 1]), array([0, 0, 1]), array([0, 1, 0]), array([1, 0, 0]), array([0, 0, 1]), array([0, 0, 1]), array([1, 0, 0]), array([0, 0, 1]), array([1, 0, 0])]",416,0,5
62,2017090700,2103,"[array([0, 0, 1]), array([0, 0, 1]), array([0, 0, 1]), array([0, 1, 0]), array([1, 0, 0]), array([0, 0, 1]), array([0, 0, 1]), array([1, 0, 0]), array([0, 0, 1]), array([1, 0, 0]), array([1, 0, 0])]",416,3,5
63,2017090700,2125,"[array([0, 0, 1]), array([0, 0, 1]), array([0, 1, 0]), array([0, 0, 1]), array([0, 0, 1]), array([0, 1, 0]), array([0, 0, 1]), array([0, 0, 1]), array([1, 0, 0]), array([1, 0, 0]), array([1, 0, 0])]",326,3,5
64,2017090700,2166,"[array([0, 0, 1]), array([0, 0, 1]), array([0, 1, 0]), array([0, 0, 1]), array([0, 0, 1]), array([0, 1, 0]), array([0, 0, 1]), array([0, 0, 1]), array([1, 0, 0]), array([1, 0, 0]), array([1, 0, 0])]",326,3,5
65,2017090700,2190,"[array([0, 0, 1]), array([0, 0, 1]), array([0, 1, 0]), array([0, 0, 1]), array([0, 0, 1]), array([0, 1, 0]), array([0, 0, 1]), array([0, 0, 1]), array([1, 0, 0]), array([1, 0, 0]), array([1, 0, 0])]",326,3,5
66,2017090700,2219,"[array([0, 0, 1]), array([0, 0, 1]), array([0, 1, 0]), array([0, 0, 1]), array([0, 0, 1]), array([0, 1, 0]), array([0, 0, 1]), array([0, 0, 1]), array([1, 0, 0]), array([1, 0, 0]), array([1, 0, 0])]",326,1,4
67,2017090700,2276,"[array([0, 0, 1]), array([0, 0, 1]), array([1, 0, 0]), array([1, 0, 0]), array([0, 1, 0]), array([0, 0, 1]), array([0, 0, 1]), array([0, 1, 0]), array([0, 0, 1]), array([1, 0, 0]), array([0, 0, 1])]",326,3,5
68,2017090700,2317,"[array([0, 0, 1]), array([1, 0, 0]), array([1, 0, 0]), array([0, 1, 0]), array([0, 0, 1]), array([0, 0, 1]), array([0, 1, 0]), array([0, 0, 1]), array([0, 0, 1]), array([1, 0, 0]), array([0, 0, 1])]",326,0,0
69,2017090700,2377,"[array([0, 0, 1]), array([1, 0, 0]), array([1, 0, 0]), array([0, 1, 0]), array([0, 0, 1]), array([1, 0, 0]), array([1, 0, 0]), array([0, 0, 1]), array([0, 1, 0]), array([0, 0, 1]), array([1, 0, 0])]",524,3,5
70,2017090700,2430,"[array([0, 0, 1]), array([0, 0, 1]), array([1, 0, 0]), array([0, 1, 0]), array([0, 0, 1]), array([0, 0, 1]), array([0, 1, 0]), array([0, 0, 1]), array([1, 0, 0]), array([0, 0, 1]), array([1, 0, 0])]",326,3,5
71,2017090700,2495,"[array([0, 0, 1]), array([1, 0, 0]), array([0, 1, 0]), array([0, 0, 1]), array([0, 0, 1]), array([0, 1, 0]), array([0, 0, 1]), array([0, 0, 1]), array([1, 0, 0]), array([0, 0, 1]), array([1, 0, 0])]",326,3,2
72,2017090700,2524,"[array([0, 0, 1]), array([0, 0, 1]), array([1, 0, 0]), array([0, 1, 0]), array([0, 0, 1]), array([0, 0, 1]), array([0, 1, 0]), array([0, 0, 1]), array([1, 0, 0]), array([0, 0, 1]), array([1, 0, 0])]",326,0,5
73,2017090700,2548,"[array([0, 0, 1]), array([0, 0, 1]), array([0, 1, 0]), array([0, 0, 1]), array([0, 0, 1]), array([0, 1, 0]), array([1, 0, 0]), array([0, 0, 1]), array([0, 0, 1]), array([1, 0, 0]), array([1, 0, 0])]",326,-1,5
74,2017090700,2591,"[array([0, 0, 1]), array([1, 0, 0]), array([1, 0, 0]), array([0, 1, 0]), array([0, 0, 1]), array([1, 0, 0]), array([1, 0, 0]), array([0, 0, 1]), array([0, 0, 1]), array([0, 0, 1]), array([0, 0, 1])]",416,2,2
75,2017090700,2613,"[array([0, 0, 1]), array([1, 0, 0]), array([1, 0, 0]), array([0, 1, 0]), array([0, 0, 1]), array([1, 0, 0]), array([0, 1, 0]), array([0, 0, 1]), array([0, 0, 1]), array([0, 0, 1]), array([0, 0, 1])]",326,3,5
76,2017090700,2648,"[array([0, 0, 1]), array([1, 0, 0]), array([1, 0, 0]), array([0, 1, 0]), array([0, 0, 1]), array([1, 0, 0]), array([0, 0, 1]), array([0, 0, 1]), array([0, 0, 1]), array([0, 0, 1]), array([1, 0, 0])]",416,2,2
77,2017090700,2669,"[array([0, 0, 1]), array([1, 0, 0]), array([1, 0, 0]), array([0, 1, 0]), array([0, 0, 1]), array([1, 0, 0]), array([1, 0, 0]), array([0, 0, 1]), array([0, 1, 0]), array([0, 0, 1]), array([1, 0, 0])]",524,0,5
78,2017090700,2690,"[array([0, 0, 1]), array([1, 0, 0]), array([1, 0, 0]), array([0, 1, 0]), array([0, 0, 1]), array([1, 0, 0]), array([0, 0, 1]), array([0, 0, 1]), array([0, 0, 1]), array([0, 0, 1]), array([1, 0, 0])]",416,3,5
79,2017090700,2756,"[array([0, 0, 1]), array([1, 0, 0]), array([0, 1, 0]), array([0, 0, 1]), array([0, 0, 1]), array([0, 1, 0]), array([0, 0, 1]), array([0, 0, 1]), array([1, 0, 0]), array([0, 0, 1]), array([1, 0, 0])]",326,0,0
80,2017090700,2807,"[array([0, 0, 1]), array([1, 0, 0]), array([1, 0, 0]), array([0, 1, 0]), array([0, 0, 1]), array([1, 0, 0]), array([1, 0, 0]), array([0, 0, 1]), array([0, 1, 0]), array([0, 0, 1]), array([1, 0, 0])]",524,0,0
81,2017090700,2829,"[array([0, 0, 1]), array([1, 0, 0]), array([1, 0, 0]), array([0, 1, 0]), array([0, 0, 1]), array([1, 0, 0]), array([1, 0, 0]), array([0, 0, 1]), array([0, 1, 0]), array([0, 0, 1]), array([1, 0, 0])]",524,-1,3
82,2017090700,2850,"[array([0, 0, 1]), array([1, 0, 0]), array([1, 0, 0]), array([0, 1, 0]), array([0, 0, 1]), array([1, 0, 0]), array([1, 0, 0]), array([0, 0, 1]), array([0, 0, 1]), array([0, 0, 1]), array([0, 0, 1])]",416,3,5
83,2017090700,2874,"[array([0, 0, 1]), array([1, 0, 0]), array([1, 0, 0]), array([0, 1, 0]), array([0, 0, 1]), array([1, 0, 0]), array([1, 0, 0]), array([0, 0, 1]), array([0, 0, 1]), array([0, 0, 1]), array([0, 0, 1])]",416,5,1
84,2017090700,2900,"[array([0, 0, 1]), array([1, 0, 0]), array([1, 0, 0]), array([0, 1, 0]), array([0, 0, 1]), array([1, 0, 0]), array([0, 0, 1]), array([0, 0, 1]), array([0, 0, 1]), array([0, 0, 1]), array([1, 0, 0])]",416,3,5
85,2017090700,2921,"[array([0, 0, 1]), array([1, 0, 0]), array([0, 1, 0]), array([0, 0, 1]), array([1, 0, 0]), array([0, 0, 1]), array([0, 0, 1]), array([0, 0, 1]), array([0, 0, 1]), array([1, 0, 0]), array([1, 0, 0])]",416,3,5
86,2017090700,2961,"[array([0, 0, 1]), array([0, 0, 1]), array([1, 0, 0]), array([1, 0, 0]), array([0, 1, 0]), array([0, 1, 0]), array([0, 0, 1]), array([0, 1, 0]), array([0, 0, 1]), array([1, 0, 0]), array([1, 0, 0])]",434,7,3
87,2017090700,2985,"[array([0, 0, 1]), array([1, 0, 0]), array([1, 0, 0]), array([0, 0, 1]), array([0, 0, 1]), array([0, 1, 0]), array([1, 0, 0]), array([0, 0, 1]), array([0, 0, 1]), array([1, 0, 0]), array([0, 0, 1])]",416,1,4
88,2017090700,3007,"[array([0, 0, 1]), array([0, 0, 1]), array([0, 0, 1]), array([0, 0, 1]), array([0, 1, 0]), array([1, 0, 0]), array([0, 0, 1]), array([0, 0, 1]), array([1, 0, 0]), array([0, 0, 1]), array([1, 0, 0])]",317,3,5
89,2017090700,3081,"[array([0, 0, 1]), array([1, 0, 0]), array([0, 1, 0]), array([0, 0, 1]), array([1, 0, 0]), array([1, 0, 0]), array([0, 0, 1]), array([0, 0, 1]), array([0, 0, 1]), array([1, 0, 0]), array([1, 0, 0])]",515,3,5
90,2017090700,3138,"[array([1, 0, 0]), array([0, 0, 1]), array([1, 0, 0]), array([1, 0, 0]), array([0, 1, 0]), array([1, 0, 0]), array([0, 0, 1]), array([1, 0, 0]), array([0, 1, 0]), array([0, 0, 1]), array([1, 0, 0])]",623,2,2
91,2017090700,3161,"[array([1, 0, 0]), array([0, 0, 1]), array([1, 0, 0]), array([1, 0, 0]), array([0, 1, 0]), array([1, 0, 0]), array([0, 0, 1]), array([1, 0, 0]), array([0, 1, 0]), array([0, 0, 1]), array([1, 0, 0])]",623,0,0
92,2017090700,3444,"[array([1, 0, 0]), array([1, 0, 0]), array([0, 1, 0]), array([0, 0, 1]), array([1, 0, 0]), array([0, 0, 1]), array([0, 0, 1]), array([0, 0, 1]), array([0, 0, 1]), array([0, 0, 1]), array([1, 0, 0])]",416,0,0
93,2017090700,3465,"[array([1, 0, 0]), array([1, 0, 0]), array([0, 1, 0]), array([0, 0, 1]), array([1, 0, 0]), array([0, 0, 1]), array([0, 0, 1]), array([0, 0, 1]), array([0, 0, 1]), array([0, 0, 1]), array([1, 0, 0])]",416,2,2
95,2017090700,3507,"[array([1, 0, 0]), array([1, 0, 0]), array([0, 1, 0]), array([0, 0, 1]), array([1, 0, 0]), array([0, 0, 1]), array([0, 0, 1]), array([0, 0, 1]), array([0, 0, 1]), array([1, 0, 0]), array([1, 0, 0])]",515,0,5
96,2017090700,3635,"[array([0, 0, 1]), array([0, 0, 1]), array([1, 0, 0]), array([0, 0, 1]), array([0, 0, 1]), array([0, 1, 0]), array([1, 0, 0]), array([0, 0, 1]), array([1, 0, 0]), array([0, 0, 1]), array([1, 0, 0])]",416,3,5
97,2017090700,3673,"[array([0, 0, 1]), array([0, 0, 1]), array([1, 0, 0]), array([0, 0, 1]), array([0, 0, 1]), array([0, 1, 0]), array([1, 0, 0]), array([0, 0, 1]), array([1, 0, 0]), array([0, 0, 1]), array([1, 0, 0])]",416,3,5
98,2017090700,3725,"[array([0, 0, 1]), array([1, 0, 0]), array([0, 0, 1]), array([0, 0, 1]), array([0, 1, 0]), array([1, 0, 0]), array([0, 0, 1]), array([0, 0, 1]), array([1, 0, 0]), array([0, 0, 1]), array([1, 0, 0])]",416,0,5
99,2017090700,3776,"[array([0, 0, 1]), array([1, 0, 0]), array([1, 0, 0]), array([0, 1, 0]), array([0, 0, 1]), array([1, 0, 0]), array([0, 0, 1]), array([0, 0, 1]), array([0, 0, 1]), array([0, 0, 1]), array([1, 0, 0])]",416,0,0
